id,title,intro,poster,pubdate,url,rating,genres,star,comment,tags,star_time,card
30286914,基督山伯爵,"《基督山伯爵》是法国文学必读名著，影响一批中国作家，包括金庸、余华、木心等。
译者周克希系资深翻译家。他的译作颇多，文笔优美、流畅，深得广大读者的厚爱。
译林版《基督山伯爵》采用布面精装的形式，高度配合译文的典雅风味。
《基督山伯爵》主要描写的是法国波旁王朝时期发生的一个报恩复仇的故事。法老号船的年轻大副唐戴斯受船长临终之托为拿破仑党人送一封信，遭两个卑鄙小人和阴险检察官维尔福的陷害，被关入死牢。剥夺了本该属于他的美好阳光、爱情和前程。十八年后，他带着狱友法里亚教士临死前告诉他的秘密，越狱逃生，找到法里亚藏匿的宝藏后成为巨富，从此他化名基督山伯爵。经过精心策划，他报答了恩人，惩罚了三个想置他于死地的仇人，并向恩人报了恩。",https://raw.githubusercontent.com/1024daniel/doumark-action/master/data/douban/posters/book/30286914.jpg?v=3956ec29d6f7,2018-10,https://book.douban.com/subject/30286914/,9.2,,4,复仇爽文!,,2026-05-17 09:57:50,[法]大仲马 / 2018 / 译林出版社
